instance_sn,cluster,workload_type
instance_16635,1,Training
instance_16636,1,Training
instance_16637,1,Training
instance_16638,1,Training
instance_16639,1,Training
instance_16640,1,Training
instance_16642,0,Preprocessing
instance_16643,0,Preprocessing
instance_16645,8,Unknown
instance_16647,12,Unknown
instance_16648,0,Preprocessing
instance_16650,1,Training
instance_16651,1,Training
instance_16653,1,Training
instance_16655,0,Preprocessing
instance_16657,0,Preprocessing
instance_16658,0,Preprocessing
instance_16661,0,Preprocessing
instance_16664,7,Unknown
instance_16667,-1,Noise
instance_16668,3,Inference
instance_16669,3,Inference
instance_16670,3,Inference
instance_16671,3,Inference
instance_16672,3,Inference
instance_16673,3,Inference
instance_16674,3,Inference
instance_16675,3,Inference
instance_16676,3,Inference
instance_16677,11,Unknown
instance_16678,3,Inference
instance_16679,7,Unknown
instance_16681,3,Inference
instance_16682,3,Inference
instance_16683,3,Inference
instance_16684,3,Inference
instance_16685,3,Inference
instance_16686,3,Inference
instance_16687,3,Inference
instance_16688,3,Inference
instance_16689,3,Inference
instance_16690,3,Inference
instance_16691,3,Inference
instance_16692,3,Inference
instance_16693,3,Inference
instance_16694,3,Inference
instance_16695,3,Inference
instance_16696,5,Unknown
instance_16697,5,Unknown
instance_16698,9,Unknown
instance_16699,9,Unknown
instance_16700,18,Unknown
instance_16701,1,Training
instance_16702,5,Unknown
instance_16703,12,Unknown
instance_16704,8,Unknown
instance_16705,9,Unknown
instance_16706,5,Unknown
instance_16707,3,Inference
instance_16708,3,Inference
instance_16709,3,Inference
instance_16717,10,Unknown
instance_16718,10,Unknown
instance_16719,10,Unknown
instance_16720,10,Unknown
instance_16721,10,Unknown
instance_16722,10,Unknown
instance_16723,10,Unknown
instance_16724,10,Unknown
instance_16725,10,Unknown
instance_16726,10,Unknown
instance_16727,10,Unknown
instance_16728,10,Unknown
instance_16729,10,Unknown
instance_16730,10,Unknown
instance_16731,10,Unknown
instance_16732,10,Unknown
instance_16733,10,Unknown
instance_16734,10,Unknown
instance_16735,10,Unknown
instance_16736,10,Unknown
instance_16737,10,Unknown
instance_16738,10,Unknown
instance_16739,10,Unknown
instance_16740,10,Unknown
instance_16741,10,Unknown
instance_16742,10,Unknown
instance_16743,10,Unknown
instance_16744,10,Unknown
instance_16745,10,Unknown
instance_16746,10,Unknown
instance_16747,10,Unknown
instance_16748,10,Unknown
instance_16749,10,Unknown
instance_16750,10,Unknown
instance_16751,10,Unknown
instance_16752,10,Unknown
instance_16753,10,Unknown
instance_16754,10,Unknown
instance_16755,10,Unknown
instance_16756,10,Unknown
instance_16757,10,Unknown
instance_16758,10,Unknown
instance_16759,10,Unknown
instance_16760,10,Unknown
instance_16761,10,Unknown
instance_16762,10,Unknown
instance_16763,10,Unknown
instance_16764,10,Unknown
instance_16765,10,Unknown
instance_16766,10,Unknown
instance_16767,10,Unknown
instance_16768,10,Unknown
instance_16769,10,Unknown
instance_16770,10,Unknown
instance_16771,10,Unknown
instance_16772,10,Unknown
instance_16773,10,Unknown
instance_16774,10,Unknown
instance_16780,10,Unknown
instance_16781,10,Unknown
instance_16782,10,Unknown
instance_16783,10,Unknown
instance_16784,10,Unknown
instance_16785,10,Unknown
instance_16786,10,Unknown
instance_16787,10,Unknown
instance_16788,10,Unknown
instance_16789,10,Unknown
instance_16790,10,Unknown
instance_16791,10,Unknown
instance_16792,10,Unknown
instance_16793,10,Unknown
instance_16794,10,Unknown
instance_16795,10,Unknown
instance_16797,10,Unknown
instance_16798,10,Unknown
instance_16799,10,Unknown
instance_16800,10,Unknown
instance_16801,10,Unknown
instance_16802,10,Unknown
instance_16803,10,Unknown
instance_16804,10,Unknown
instance_16805,10,Unknown
instance_16807,10,Unknown
instance_16809,10,Unknown
instance_16811,10,Unknown
instance_16812,10,Unknown
instance_16813,10,Unknown
instance_16814,10,Unknown
instance_16815,10,Unknown
instance_16816,10,Unknown
instance_16817,10,Unknown
instance_16818,10,Unknown
instance_16819,10,Unknown
instance_16820,10,Unknown
instance_16821,10,Unknown
instance_16822,10,Unknown
instance_16823,10,Unknown
instance_16824,10,Unknown
instance_16825,10,Unknown
instance_16826,10,Unknown
instance_16827,10,Unknown
instance_16829,10,Unknown
instance_16830,10,Unknown
instance_16831,1,Training
instance_16832,10,Unknown
instance_16833,10,Unknown
instance_16834,10,Unknown
instance_16836,9,Unknown
instance_16837,10,Unknown
instance_16838,10,Unknown
instance_16839,10,Unknown
instance_16840,10,Unknown
instance_16841,10,Unknown
instance_16842,10,Unknown
instance_16843,10,Unknown
instance_16844,10,Unknown
instance_16845,10,Unknown
instance_16846,10,Unknown
instance_16847,10,Unknown
instance_16848,10,Unknown
instance_16849,10,Unknown
instance_16850,10,Unknown
instance_16851,10,Unknown
instance_16852,10,Unknown
instance_16854,-1,Noise
instance_16855,7,Unknown
instance_16856,25,Unknown
instance_16859,7,Unknown
instance_16861,1,Training
instance_16862,7,Unknown
instance_16863,10,Unknown
instance_16864,1,Training
instance_16865,10,Unknown
instance_16866,10,Unknown
instance_16870,1,Training
instance_16871,0,Preprocessing
instance_16872,0,Preprocessing
instance_16873,12,Unknown
instance_16874,12,Unknown
instance_16875,1,Training
instance_16876,10,Unknown
instance_16877,10,Unknown
instance_16878,10,Unknown
instance_16879,10,Unknown
instance_16880,10,Unknown
instance_16881,10,Unknown
instance_16882,10,Unknown
instance_16883,10,Unknown
instance_16884,10,Unknown
instance_16886,3,Inference
instance_16887,3,Inference
instance_16888,3,Inference
instance_16889,3,Inference
instance_16890,3,Inference
instance_16891,3,Inference
instance_16892,3,Inference
instance_16893,3,Inference
instance_16894,3,Inference
instance_16895,3,Inference
instance_16896,3,Inference
instance_16897,3,Inference
instance_16898,3,Inference
instance_16899,3,Inference
instance_16900,3,Inference
instance_16901,3,Inference
instance_16902,3,Inference
instance_16903,3,Inference
instance_16904,3,Inference
instance_16905,3,Inference
instance_16906,3,Inference
instance_16907,3,Inference
instance_16908,3,Inference
instance_16909,3,Inference
instance_16910,3,Inference
instance_16911,3,Inference
instance_16912,3,Inference
instance_16913,3,Inference
instance_16914,3,Inference
instance_16915,3,Inference
instance_16916,3,Inference
instance_16917,3,Inference
instance_16918,3,Inference
instance_16919,3,Inference
instance_16920,3,Inference
instance_16921,3,Inference
instance_16922,3,Inference
instance_16923,3,Inference
instance_16924,3,Inference
instance_16925,3,Inference
instance_16926,3,Inference
instance_16927,3,Inference
instance_16928,3,Inference
instance_16929,3,Inference
instance_16930,3,Inference
instance_16931,7,Unknown
instance_16932,7,Unknown
instance_16933,7,Unknown
instance_16934,7,Unknown
instance_16935,7,Unknown
instance_16936,7,Unknown
instance_16937,7,Unknown
instance_16938,7,Unknown
instance_16939,7,Unknown
instance_16940,7,Unknown
instance_16941,7,Unknown
instance_16942,7,Unknown
instance_16944,5,Unknown
instance_16945,1,Training
instance_16947,1,Training
instance_16948,7,Unknown
instance_16949,7,Unknown
instance_16950,7,Unknown
instance_16951,7,Unknown
instance_16952,7,Unknown
instance_16953,1,Training
instance_16954,8,Unknown
instance_16956,10,Unknown
instance_16957,10,Unknown
instance_16958,7,Unknown
instance_16959,10,Unknown
instance_16960,1,Training
instance_16961,12,Unknown
instance_16962,1,Training
instance_16963,14,Unknown
instance_16964,14,Unknown
instance_16966,0,Preprocessing
instance_16968,10,Unknown
instance_16971,10,Unknown
instance_16973,18,Unknown
instance_16974,10,Unknown
instance_16975,1,Training
instance_16976,3,Inference
instance_16977,3,Inference
instance_16978,11,Unknown
instance_16979,3,Inference
instance_16981,1,Training
instance_16983,1,Training
instance_16984,-1,Noise
instance_16985,7,Unknown
instance_16987,10,Unknown
instance_16988,1,Training
instance_16989,10,Unknown
instance_16991,10,Unknown
instance_16992,10,Unknown
instance_16993,10,Unknown
instance_16994,10,Unknown
instance_16995,10,Unknown
instance_16996,10,Unknown
instance_16997,10,Unknown
instance_16998,10,Unknown
instance_16999,10,Unknown
instance_17000,10,Unknown
instance_17001,10,Unknown
instance_17002,10,Unknown
instance_17003,10,Unknown
instance_17004,10,Unknown
instance_17005,10,Unknown
instance_17006,10,Unknown
instance_17007,10,Unknown
instance_17008,10,Unknown
instance_17009,10,Unknown
instance_17010,10,Unknown
instance_17011,10,Unknown
instance_17012,10,Unknown
instance_17013,10,Unknown
instance_17014,10,Unknown
instance_17015,10,Unknown
instance_17016,10,Unknown
instance_17017,10,Unknown
instance_17018,10,Unknown
instance_17019,10,Unknown
instance_17020,10,Unknown
instance_17021,10,Unknown
instance_17022,10,Unknown
instance_17023,10,Unknown
instance_17024,10,Unknown
instance_17025,10,Unknown
instance_17026,10,Unknown
instance_17027,10,Unknown
instance_17028,10,Unknown
instance_17029,10,Unknown
instance_17030,10,Unknown
instance_17031,10,Unknown
instance_17032,10,Unknown
instance_17033,10,Unknown
instance_17034,10,Unknown
instance_17035,10,Unknown
instance_17036,10,Unknown
instance_17037,10,Unknown
instance_17038,10,Unknown
instance_17039,10,Unknown
instance_17040,10,Unknown
instance_17041,10,Unknown
instance_17042,10,Unknown
instance_17043,10,Unknown
instance_17044,10,Unknown
instance_17045,10,Unknown
instance_17046,10,Unknown
instance_17047,10,Unknown
instance_17048,10,Unknown
instance_17049,10,Unknown
instance_17050,10,Unknown
instance_17051,10,Unknown
instance_17052,10,Unknown
instance_17053,10,Unknown
instance_17054,10,Unknown
instance_17055,10,Unknown
instance_17056,10,Unknown
instance_17057,10,Unknown
instance_17058,10,Unknown
instance_17059,10,Unknown
instance_17060,10,Unknown
instance_17061,10,Unknown
instance_17062,10,Unknown
instance_17063,10,Unknown
instance_17064,10,Unknown
instance_17065,10,Unknown
instance_17066,10,Unknown
instance_17067,10,Unknown
instance_17068,10,Unknown
instance_17069,10,Unknown
instance_17070,10,Unknown
instance_17071,10,Unknown
instance_17072,10,Unknown
instance_17073,10,Unknown
instance_17074,10,Unknown
instance_17075,10,Unknown
instance_17076,10,Unknown
instance_17077,10,Unknown
instance_17078,10,Unknown
instance_17079,10,Unknown
instance_17080,10,Unknown
instance_17081,10,Unknown
instance_17082,10,Unknown
instance_17083,10,Unknown
instance_17084,10,Unknown
instance_17085,10,Unknown
instance_17086,10,Unknown
instance_17087,10,Unknown
instance_17088,10,Unknown
instance_17089,10,Unknown
instance_17090,10,Unknown
instance_17091,10,Unknown
instance_17092,10,Unknown
instance_17093,10,Unknown
instance_17095,10,Unknown
instance_17096,10,Unknown
instance_17097,10,Unknown
instance_17098,10,Unknown
instance_17099,10,Unknown
instance_17100,10,Unknown
instance_17102,28,Unknown
instance_17103,28,Unknown
instance_17104,28,Unknown
instance_17105,28,Unknown
instance_17106,28,Unknown
instance_17107,28,Unknown
instance_17108,28,Unknown
instance_17109,28,Unknown
instance_17110,28,Unknown
instance_17111,28,Unknown
instance_17112,28,Unknown
instance_17113,28,Unknown
instance_17114,28,Unknown
instance_17115,28,Unknown
instance_17116,28,Unknown
instance_17117,28,Unknown
instance_17118,28,Unknown
instance_17120,10,Unknown
instance_17121,10,Unknown
instance_17123,10,Unknown
instance_17124,10,Unknown
instance_17126,5,Unknown
instance_17127,5,Unknown
instance_17129,8,Unknown
instance_17131,6,Unknown
instance_17132,8,Unknown
instance_17133,8,Unknown
instance_17134,8,Unknown
instance_17135,8,Unknown
instance_17136,8,Unknown
instance_17137,8,Unknown
instance_17138,8,Unknown
instance_17139,8,Unknown
instance_17140,8,Unknown
instance_17141,8,Unknown
instance_17142,8,Unknown
instance_17143,8,Unknown
instance_17148,10,Unknown
instance_17154,0,Preprocessing
instance_17155,1,Training
instance_17156,10,Unknown
instance_17158,10,Unknown
instance_17159,0,Preprocessing
instance_17163,5,Unknown
instance_17164,5,Unknown
instance_17165,7,Unknown
instance_17166,7,Unknown
instance_17167,7,Unknown
instance_17168,7,Unknown
instance_17169,7,Unknown
instance_17171,7,Unknown
instance_17175,28,Unknown
instance_17176,10,Unknown
instance_17178,10,Unknown
instance_17179,10,Unknown
instance_17184,1,Training
instance_17185,10,Unknown
instance_17189,0,Preprocessing
instance_17190,10,Unknown
instance_17192,18,Unknown
instance_17194,3,Inference
instance_17195,7,Unknown
instance_17201,0,Preprocessing
instance_17202,3,Inference
instance_17203,24,Unknown
instance_17204,28,Unknown
instance_17205,28,Unknown
instance_17206,7,Unknown
instance_17209,6,Unknown
instance_17210,6,Unknown
instance_17211,6,Unknown
instance_17212,6,Unknown
instance_17213,6,Unknown
instance_17214,22,Unknown
instance_17215,-1,Noise
instance_17216,6,Unknown
instance_17217,28,Unknown
instance_17223,6,Unknown
instance_17225,6,Unknown
instance_17226,6,Unknown
instance_17229,7,Unknown
instance_17230,28,Unknown
instance_17231,7,Unknown
instance_17235,7,Unknown
instance_17237,10,Unknown
instance_17238,0,Preprocessing
instance_17240,3,Inference
instance_17241,0,Preprocessing
instance_17243,4,Deployment
instance_17244,-1,Noise
instance_17245,6,Unknown
instance_17246,28,Unknown
instance_17250,7,Unknown
instance_17251,23,Unknown
instance_17252,0,Preprocessing
instance_17253,1,Training
instance_17254,3,Inference
instance_17255,7,Unknown
instance_17257,28,Unknown
instance_17258,6,Unknown
instance_17259,6,Unknown
instance_17260,23,Unknown
instance_17261,7,Unknown
instance_17266,22,Unknown
instance_17269,5,Unknown
instance_17270,5,Unknown
instance_17271,1,Training
instance_17272,10,Unknown
instance_17273,10,Unknown
instance_17274,1,Training
instance_17275,10,Unknown
instance_17279,0,Preprocessing
instance_17280,10,Unknown
instance_17281,10,Unknown
instance_17282,10,Unknown
instance_17285,3,Inference
instance_17286,3,Inference
instance_17287,3,Inference
instance_17288,14,Unknown
instance_17289,0,Preprocessing
instance_17290,3,Inference
instance_17291,3,Inference
instance_17292,3,Inference
instance_17293,3,Inference
instance_17294,1,Training
instance_17295,3,Inference
instance_17297,7,Unknown
instance_17298,10,Unknown
instance_17299,3,Inference
instance_17300,3,Inference
instance_17301,3,Inference
instance_17303,0,Preprocessing
instance_17305,10,Unknown
instance_17306,10,Unknown
instance_17307,10,Unknown
instance_17308,17,Unknown
instance_17309,1,Training
instance_17311,0,Preprocessing
instance_17312,13,Unknown
instance_17313,0,Preprocessing
instance_17315,1,Training
