instance_sn,cluster,workload_type
instance_18909,18,Unknown
instance_18911,18,Unknown
instance_18912,1,Training
instance_18913,0,Preprocessing
instance_18914,23,Unknown
instance_18917,7,Unknown
instance_18918,1,Training
instance_18920,13,Unknown
instance_18921,18,Unknown
instance_18922,10,Unknown
instance_18923,1,Training
instance_18924,7,Unknown
instance_18925,10,Unknown
instance_18926,7,Unknown
instance_18927,0,Preprocessing
instance_18928,23,Unknown
instance_18929,5,Unknown
instance_18931,8,Unknown
instance_18932,18,Unknown
instance_18933,0,Preprocessing
instance_18934,8,Unknown
instance_18935,1,Training
instance_18936,1,Training
instance_18937,10,Unknown
instance_18938,1,Training
instance_18939,18,Unknown
instance_18940,18,Unknown
instance_18943,1,Training
instance_18944,23,Unknown
instance_18946,0,Preprocessing
instance_18947,0,Preprocessing
instance_18949,4,Deployment
instance_18953,8,Unknown
instance_18956,2,Tuning
instance_18958,8,Unknown
instance_18959,8,Unknown
instance_18962,8,Unknown
instance_18971,8,Unknown
instance_18973,12,Unknown
instance_18976,1,Training
instance_18977,12,Unknown
instance_18978,1,Training
instance_18979,7,Unknown
instance_18980,0,Preprocessing
instance_18981,23,Unknown
instance_18982,1,Training
instance_18983,1,Training
instance_18984,18,Unknown
instance_18985,7,Unknown
instance_18986,7,Unknown
instance_18987,0,Preprocessing
instance_18988,23,Unknown
instance_18989,18,Unknown
instance_18990,18,Unknown
instance_18991,9,Unknown
instance_18993,0,Preprocessing
instance_18994,23,Unknown
instance_18995,8,Unknown
instance_18996,10,Unknown
instance_18997,1,Training
instance_18999,1,Training
instance_19000,1,Training
instance_19001,1,Training
instance_19002,10,Unknown
instance_19003,1,Training
instance_19004,1,Training
instance_19005,0,Preprocessing
instance_19006,8,Unknown
instance_19008,0,Preprocessing
instance_19009,0,Preprocessing
instance_19010,8,Unknown
instance_19011,8,Unknown
instance_19013,8,Unknown
instance_19015,8,Unknown
instance_19017,7,Unknown
instance_19019,0,Preprocessing
instance_19020,20,Unknown
instance_19021,7,Unknown
instance_19022,1,Training
instance_19023,7,Unknown
instance_19025,5,Unknown
instance_19027,7,Unknown
instance_19028,23,Unknown
instance_19029,0,Preprocessing
instance_19030,7,Unknown
instance_19031,1,Training
instance_19032,10,Unknown
instance_19033,1,Training
instance_19035,9,Unknown
instance_19036,0,Preprocessing
instance_19037,10,Unknown
instance_19039,0,Preprocessing
instance_19042,18,Unknown
instance_19043,10,Unknown
instance_19045,18,Unknown
instance_19046,7,Unknown
instance_19048,8,Unknown
instance_19049,8,Unknown
instance_19051,0,Preprocessing
instance_19053,0,Preprocessing
instance_19055,8,Unknown
instance_19056,2,Tuning
instance_19057,10,Unknown
instance_19058,7,Unknown
instance_19061,18,Unknown
instance_19063,15,Unknown
instance_19065,15,Unknown
instance_19067,7,Unknown
instance_19069,5,Unknown
instance_19070,8,Unknown
instance_19072,10,Unknown
instance_19074,7,Unknown
instance_19075,-1,Noise
instance_19077,8,Unknown
instance_19078,7,Unknown
instance_19080,-1,Noise
instance_19081,0,Preprocessing
instance_19082,1,Training
instance_19083,8,Unknown
instance_19085,8,Unknown
instance_19086,10,Unknown
instance_19087,0,Preprocessing
instance_19089,18,Unknown
instance_19092,7,Unknown
instance_19093,7,Unknown
instance_19094,0,Preprocessing
instance_19095,8,Unknown
instance_19097,8,Unknown
instance_19103,5,Unknown
instance_19104,1,Training
instance_19106,7,Unknown
instance_19107,15,Unknown
instance_19108,0,Preprocessing
instance_19111,18,Unknown
instance_19113,5,Unknown
instance_19114,4,Deployment
instance_19115,8,Unknown
instance_19116,8,Unknown
instance_19117,4,Deployment
instance_19118,8,Unknown
instance_19119,8,Unknown
instance_19120,8,Unknown
instance_19121,8,Unknown
instance_19123,8,Unknown
instance_19124,8,Unknown
instance_19127,34,Unknown
instance_19128,7,Unknown
instance_19129,8,Unknown
instance_19130,8,Unknown
instance_19131,8,Unknown
instance_19135,8,Unknown
instance_19136,15,Unknown
instance_19137,8,Unknown
instance_19138,8,Unknown
instance_19139,8,Unknown
instance_19140,8,Unknown
instance_19141,4,Deployment
instance_19142,7,Unknown
instance_19143,8,Unknown
instance_19144,8,Unknown
instance_19145,8,Unknown
instance_19146,8,Unknown
instance_19147,8,Unknown
instance_19148,8,Unknown
instance_19149,8,Unknown
instance_19151,7,Unknown
instance_19152,7,Unknown
instance_19153,34,Unknown
instance_19154,7,Unknown
instance_19156,7,Unknown
instance_19157,8,Unknown
instance_19158,8,Unknown
instance_19159,8,Unknown
instance_19160,8,Unknown
instance_19161,8,Unknown
instance_19163,8,Unknown
instance_19166,1,Training
instance_19167,7,Unknown
instance_19168,7,Unknown
instance_19169,34,Unknown
instance_19170,7,Unknown
instance_19171,7,Unknown
instance_19172,7,Unknown
instance_19173,8,Unknown
instance_19174,8,Unknown
instance_19176,8,Unknown
instance_19177,8,Unknown
instance_19179,7,Unknown
instance_19180,34,Unknown
instance_19182,7,Unknown
instance_19183,7,Unknown
instance_19185,7,Unknown
instance_19186,7,Unknown
instance_19187,8,Unknown
instance_19188,8,Unknown
instance_19189,15,Unknown
instance_19192,0,Preprocessing
instance_19193,7,Unknown
instance_19194,17,Unknown
instance_19196,7,Unknown
instance_19197,7,Unknown
instance_19199,1,Training
instance_19202,18,Unknown
instance_19203,5,Unknown
instance_19206,1,Training
instance_19208,0,Preprocessing
instance_19209,6,Unknown
instance_19210,13,Unknown
instance_19211,7,Unknown
instance_19214,13,Unknown
instance_19215,18,Unknown
instance_19216,18,Unknown
instance_19217,13,Unknown
instance_19218,7,Unknown
instance_19219,18,Unknown
instance_19220,8,Unknown
instance_19221,0,Preprocessing
instance_19222,3,Inference
instance_19223,15,Unknown
instance_19224,23,Unknown
instance_19225,15,Unknown
instance_19226,15,Unknown
instance_19227,15,Unknown
instance_19228,15,Unknown
instance_19229,15,Unknown
instance_19230,23,Unknown
instance_19231,15,Unknown
instance_19232,15,Unknown
instance_19233,15,Unknown
instance_19234,15,Unknown
instance_19236,15,Unknown
instance_19237,7,Unknown
instance_19238,7,Unknown
instance_19239,7,Unknown
instance_19240,23,Unknown
instance_19241,7,Unknown
instance_19243,8,Unknown
instance_19244,8,Unknown
instance_19245,1,Training
instance_19247,8,Unknown
instance_19248,8,Unknown
instance_19249,1,Training
instance_19250,1,Training
instance_19251,1,Training
instance_19252,7,Unknown
instance_19256,0,Preprocessing
instance_19257,0,Preprocessing
instance_19258,0,Preprocessing
instance_19259,0,Preprocessing
instance_19260,0,Preprocessing
instance_19261,0,Preprocessing
instance_19262,0,Preprocessing
instance_19263,0,Preprocessing
instance_19264,0,Preprocessing
instance_19265,0,Preprocessing
instance_19266,0,Preprocessing
instance_19267,0,Preprocessing
instance_19268,0,Preprocessing
instance_19269,0,Preprocessing
instance_19270,0,Preprocessing
instance_19271,0,Preprocessing
instance_19272,0,Preprocessing
instance_19273,0,Preprocessing
instance_19274,0,Preprocessing
instance_19275,0,Preprocessing
instance_19277,0,Preprocessing
instance_19278,0,Preprocessing
instance_19280,0,Preprocessing
instance_19282,0,Preprocessing
instance_19283,0,Preprocessing
instance_19285,0,Preprocessing
instance_19288,0,Preprocessing
instance_19289,0,Preprocessing
instance_19294,0,Preprocessing
instance_19295,0,Preprocessing
instance_19296,0,Preprocessing
instance_19297,0,Preprocessing
instance_19298,0,Preprocessing
instance_19299,0,Preprocessing
instance_19300,0,Preprocessing
instance_19304,0,Preprocessing
instance_19305,0,Preprocessing
instance_19306,0,Preprocessing
instance_19307,0,Preprocessing
instance_19308,0,Preprocessing
instance_19310,0,Preprocessing
instance_19313,0,Preprocessing
instance_19314,0,Preprocessing
instance_19315,0,Preprocessing
instance_19316,0,Preprocessing
instance_19317,0,Preprocessing
instance_19318,0,Preprocessing
instance_19319,0,Preprocessing
instance_19320,0,Preprocessing
instance_19321,0,Preprocessing
instance_19322,0,Preprocessing
instance_19328,0,Preprocessing
instance_19336,0,Preprocessing
instance_19337,0,Preprocessing
instance_19338,0,Preprocessing
instance_19339,0,Preprocessing
instance_19340,0,Preprocessing
instance_19343,0,Preprocessing
instance_19345,0,Preprocessing
instance_19349,0,Preprocessing
instance_19352,0,Preprocessing
instance_19353,0,Preprocessing
instance_19362,7,Unknown
instance_19363,7,Unknown
instance_19364,7,Unknown
instance_19365,7,Unknown
instance_19366,7,Unknown
instance_19367,7,Unknown
instance_19368,7,Unknown
instance_19369,7,Unknown
instance_19370,7,Unknown
instance_19371,7,Unknown
instance_19372,7,Unknown
instance_19373,7,Unknown
instance_19374,7,Unknown
instance_19379,0,Preprocessing
instance_19381,0,Preprocessing
instance_19382,0,Preprocessing
instance_19383,0,Preprocessing
instance_19384,0,Preprocessing
instance_19385,0,Preprocessing
instance_19386,0,Preprocessing
instance_19387,0,Preprocessing
instance_19388,0,Preprocessing
instance_19389,0,Preprocessing
instance_19398,0,Preprocessing
instance_19399,0,Preprocessing
instance_19401,0,Preprocessing
instance_19403,0,Preprocessing
instance_19404,0,Preprocessing
instance_19405,0,Preprocessing
instance_19406,0,Preprocessing
instance_19407,0,Preprocessing
instance_19408,0,Preprocessing
instance_19411,0,Preprocessing
instance_19412,0,Preprocessing
instance_19415,0,Preprocessing
instance_19416,0,Preprocessing
instance_19417,0,Preprocessing
instance_19418,0,Preprocessing
instance_19420,0,Preprocessing
instance_19422,7,Unknown
instance_19423,7,Unknown
instance_19424,7,Unknown
instance_19425,7,Unknown
instance_19426,7,Unknown
instance_19427,7,Unknown
instance_19428,7,Unknown
instance_19429,7,Unknown
instance_19436,0,Preprocessing
instance_19437,0,Preprocessing
instance_19439,0,Preprocessing
instance_19442,0,Preprocessing
instance_19443,0,Preprocessing
instance_19445,0,Preprocessing
instance_19448,7,Unknown
instance_19449,20,Unknown
instance_19450,15,Unknown
instance_19452,6,Unknown
instance_19453,6,Unknown
instance_19454,7,Unknown
instance_19455,7,Unknown
instance_19456,28,Unknown
instance_19457,7,Unknown
instance_19459,7,Unknown
instance_19460,7,Unknown
instance_19461,7,Unknown
instance_19462,7,Unknown
instance_19464,16,Unknown
instance_19466,27,Unknown
instance_19467,16,Unknown
instance_19468,27,Unknown
instance_19471,15,Unknown
instance_19472,15,Unknown
instance_19473,7,Unknown
instance_19474,7,Unknown
instance_19475,-1,Noise
instance_19476,8,Unknown
instance_19477,1,Training
instance_19479,27,Unknown
instance_19480,7,Unknown
instance_19481,7,Unknown
instance_19482,5,Unknown
instance_19483,18,Unknown
instance_19484,18,Unknown
instance_19485,0,Preprocessing
instance_19487,16,Unknown
instance_19489,0,Preprocessing
instance_19490,0,Preprocessing
instance_19491,0,Preprocessing
instance_19493,0,Preprocessing
instance_19494,0,Preprocessing
instance_19495,16,Unknown
instance_19496,0,Preprocessing
instance_19497,10,Unknown
instance_19498,10,Unknown
instance_19499,10,Unknown
instance_19500,10,Unknown
instance_19501,10,Unknown
instance_19502,10,Unknown
instance_19503,10,Unknown
instance_19504,10,Unknown
instance_19505,10,Unknown
instance_19506,10,Unknown
instance_19507,10,Unknown
instance_19508,10,Unknown
instance_19509,10,Unknown
instance_19510,10,Unknown
instance_19511,10,Unknown
instance_19512,10,Unknown
instance_19513,10,Unknown
instance_19514,10,Unknown
instance_19515,10,Unknown
instance_19516,10,Unknown
instance_19517,10,Unknown
instance_19518,10,Unknown
instance_19519,10,Unknown
instance_19520,10,Unknown
instance_19521,10,Unknown
instance_19522,10,Unknown
instance_19523,10,Unknown
instance_19524,10,Unknown
instance_19525,10,Unknown
instance_19526,10,Unknown
instance_19527,10,Unknown
instance_19528,10,Unknown
instance_19529,10,Unknown
instance_19530,10,Unknown
instance_19531,10,Unknown
instance_19532,10,Unknown
instance_19533,10,Unknown
instance_19534,10,Unknown
instance_19535,10,Unknown
instance_19536,10,Unknown
instance_19537,10,Unknown
instance_19538,10,Unknown
instance_19539,10,Unknown
instance_19540,10,Unknown
instance_19541,10,Unknown
instance_19542,10,Unknown
instance_19543,10,Unknown
instance_19544,10,Unknown
instance_19545,10,Unknown
instance_19546,10,Unknown
instance_19547,10,Unknown
instance_19548,10,Unknown
instance_19549,10,Unknown
instance_19550,10,Unknown
instance_19551,10,Unknown
instance_19552,10,Unknown
instance_19553,10,Unknown
instance_19554,10,Unknown
instance_19555,10,Unknown
instance_19556,10,Unknown
instance_19557,10,Unknown
instance_19558,10,Unknown
instance_19559,10,Unknown
instance_19560,10,Unknown
instance_19561,10,Unknown
instance_19562,10,Unknown
instance_19563,10,Unknown
instance_19564,10,Unknown
instance_19565,10,Unknown
instance_19566,10,Unknown
instance_19567,10,Unknown
instance_19568,10,Unknown
instance_19569,10,Unknown
instance_19573,10,Unknown
instance_19574,10,Unknown
instance_19575,10,Unknown
instance_19578,10,Unknown
instance_19582,28,Unknown
instance_19583,28,Unknown
instance_19584,28,Unknown
instance_19585,28,Unknown
instance_19586,28,Unknown
instance_19587,28,Unknown
instance_19590,28,Unknown
instance_19591,28,Unknown
instance_19592,28,Unknown
instance_19593,28,Unknown
instance_19594,28,Unknown
instance_19595,28,Unknown
instance_19596,0,Preprocessing
instance_19597,0,Preprocessing
instance_19598,0,Preprocessing
instance_19599,0,Preprocessing
instance_19600,0,Preprocessing
instance_19601,0,Preprocessing
instance_19602,0,Preprocessing
instance_19603,0,Preprocessing
instance_19604,0,Preprocessing
instance_19605,0,Preprocessing
instance_19606,0,Preprocessing
instance_19607,0,Preprocessing
instance_19609,0,Preprocessing
instance_19610,0,Preprocessing
instance_19612,0,Preprocessing
instance_19613,0,Preprocessing
instance_19614,0,Preprocessing
instance_19617,0,Preprocessing
instance_19618,0,Preprocessing
instance_19619,0,Preprocessing
instance_19620,0,Preprocessing
instance_19621,0,Preprocessing
instance_19623,0,Preprocessing
instance_19624,0,Preprocessing
instance_19625,8,Unknown
instance_19627,0,Preprocessing
instance_19628,0,Preprocessing
instance_19629,0,Preprocessing
instance_19632,0,Preprocessing
instance_19633,0,Preprocessing
instance_19634,0,Preprocessing
instance_19635,0,Preprocessing
instance_19636,0,Preprocessing
instance_19637,0,Preprocessing
instance_19638,0,Preprocessing
instance_19639,0,Preprocessing
instance_19640,0,Preprocessing
instance_19641,0,Preprocessing
instance_19642,0,Preprocessing
instance_19643,0,Preprocessing
instance_19644,0,Preprocessing
instance_19645,0,Preprocessing
instance_19647,0,Preprocessing
instance_19648,0,Preprocessing
instance_19651,0,Preprocessing
instance_19652,17,Unknown
instance_19653,0,Preprocessing
instance_19654,0,Preprocessing
instance_19655,0,Preprocessing
instance_19656,0,Preprocessing
instance_19657,0,Preprocessing
instance_19658,0,Preprocessing
instance_19659,0,Preprocessing
instance_19660,0,Preprocessing
instance_19661,7,Unknown
instance_19662,27,Unknown
instance_19663,7,Unknown
instance_19664,15,Unknown
instance_19669,8,Unknown
instance_19670,0,Preprocessing
instance_19671,0,Preprocessing
instance_19672,0,Preprocessing
instance_19673,0,Preprocessing
instance_19676,0,Preprocessing
instance_19677,0,Preprocessing
instance_19678,0,Preprocessing
instance_19681,8,Unknown
instance_19682,8,Unknown
instance_19683,0,Preprocessing
instance_19684,0,Preprocessing
instance_19685,0,Preprocessing
instance_19689,0,Preprocessing
instance_19690,0,Preprocessing
instance_19691,0,Preprocessing
instance_19692,0,Preprocessing
instance_19693,0,Preprocessing
instance_19694,0,Preprocessing
instance_19695,0,Preprocessing
instance_19696,0,Preprocessing
instance_19698,0,Preprocessing
instance_19699,0,Preprocessing
instance_19700,0,Preprocessing
instance_19701,0,Preprocessing
instance_19702,0,Preprocessing
instance_19703,0,Preprocessing
instance_19705,0,Preprocessing
instance_19706,0,Preprocessing
instance_19707,0,Preprocessing
instance_19708,0,Preprocessing
instance_19709,0,Preprocessing
instance_19710,0,Preprocessing
instance_19711,0,Preprocessing
instance_19712,0,Preprocessing
instance_19713,0,Preprocessing
instance_19714,0,Preprocessing
instance_19715,0,Preprocessing
instance_19716,0,Preprocessing
instance_19717,0,Preprocessing
instance_19718,0,Preprocessing
instance_19719,0,Preprocessing
instance_19721,0,Preprocessing
instance_19722,0,Preprocessing
instance_19723,0,Preprocessing
instance_19724,0,Preprocessing
instance_19725,7,Unknown
instance_19726,27,Unknown
instance_19727,7,Unknown
instance_19728,0,Preprocessing
instance_19729,8,Unknown
instance_19730,8,Unknown
instance_19732,0,Preprocessing
instance_19733,0,Preprocessing
instance_19734,0,Preprocessing
instance_19735,0,Preprocessing
instance_19736,5,Unknown
instance_19738,7,Unknown
instance_19739,0,Preprocessing
instance_19740,0,Preprocessing
instance_19742,8,Unknown
instance_19744,1,Training
instance_19745,0,Preprocessing
instance_19746,0,Preprocessing
instance_19747,0,Preprocessing
instance_19748,0,Preprocessing
instance_19749,0,Preprocessing
instance_19751,7,Unknown
instance_19752,27,Unknown
instance_19753,7,Unknown
instance_19754,15,Unknown
instance_19756,2,Tuning
instance_19757,15,Unknown
instance_19758,23,Unknown
instance_19759,7,Unknown
instance_19760,7,Unknown
instance_19761,7,Unknown
instance_19762,7,Unknown
instance_19763,7,Unknown
instance_19764,7,Unknown
instance_19765,7,Unknown
instance_19766,7,Unknown
instance_19767,6,Unknown
instance_19768,6,Unknown
instance_19769,7,Unknown
instance_19770,7,Unknown
instance_19771,7,Unknown
instance_19772,7,Unknown
instance_19773,27,Unknown
instance_19774,28,Unknown
instance_19775,7,Unknown
instance_19776,7,Unknown
instance_19777,7,Unknown
instance_19781,5,Unknown
instance_19782,1,Training
instance_19786,10,Unknown
instance_19787,1,Training
instance_19789,10,Unknown
instance_19791,10,Unknown
instance_19793,10,Unknown
instance_19796,10,Unknown
instance_19797,10,Unknown
instance_19801,10,Unknown
instance_19802,10,Unknown
instance_19805,10,Unknown
instance_19806,10,Unknown
instance_19807,10,Unknown
instance_19808,10,Unknown
instance_19809,10,Unknown
instance_19810,10,Unknown
instance_19812,10,Unknown
instance_19813,10,Unknown
instance_19815,10,Unknown
instance_19816,10,Unknown
instance_19817,10,Unknown
instance_19818,10,Unknown
instance_19820,10,Unknown
instance_19823,10,Unknown
instance_19825,10,Unknown
instance_19826,10,Unknown
instance_19827,10,Unknown
instance_19828,10,Unknown
instance_19829,10,Unknown
instance_19837,10,Unknown
instance_19839,10,Unknown
instance_19840,10,Unknown
instance_19842,10,Unknown
instance_19847,10,Unknown
instance_19849,10,Unknown
instance_19850,10,Unknown
instance_19858,10,Unknown
instance_19859,10,Unknown
instance_19860,7,Unknown
instance_19865,1,Training
instance_19867,7,Unknown
instance_19870,10,Unknown
instance_19872,-1,Noise
instance_19873,-1,Noise
instance_19874,10,Unknown
instance_19877,-1,Noise
instance_19879,15,Unknown
instance_19880,1,Training
instance_19889,7,Unknown
instance_19890,7,Unknown
instance_19900,7,Unknown
instance_19901,7,Unknown
instance_19902,15,Unknown
instance_19903,7,Unknown
instance_19904,7,Unknown
instance_19905,7,Unknown
instance_19913,8,Unknown
instance_19916,7,Unknown
instance_19917,7,Unknown
instance_19925,7,Unknown
instance_19926,7,Unknown
instance_19927,7,Unknown
instance_19929,8,Unknown
instance_19930,8,Unknown
instance_19933,16,Unknown
instance_19934,-1,Noise
instance_19935,15,Unknown
instance_19940,7,Unknown
instance_19943,7,Unknown
instance_19944,7,Unknown
instance_19945,7,Unknown
instance_19957,7,Unknown
instance_19958,7,Unknown
instance_19959,18,Unknown
instance_19962,15,Unknown
instance_19966,-1,Noise
instance_19970,10,Unknown
instance_19971,10,Unknown
instance_19975,7,Unknown
instance_19976,6,Unknown
instance_19978,7,Unknown
instance_19979,27,Unknown
instance_19980,7,Unknown
instance_19981,7,Unknown
instance_19982,28,Unknown
instance_19983,28,Unknown
instance_19984,7,Unknown
instance_19985,27,Unknown
instance_19986,6,Unknown
instance_19987,34,Unknown
instance_19988,10,Unknown
instance_19990,7,Unknown
instance_19991,9,Unknown
instance_19992,9,Unknown
instance_19993,9,Unknown
instance_19994,9,Unknown
instance_19995,5,Unknown
instance_19996,5,Unknown
instance_19997,9,Unknown
instance_19998,5,Unknown
instance_20000,31,Unknown
instance_20001,31,Unknown
instance_20002,0,Preprocessing
instance_20003,0,Preprocessing
instance_20004,0,Preprocessing
instance_20006,7,Unknown
instance_20010,0,Preprocessing
instance_20011,0,Preprocessing
instance_20012,0,Preprocessing
instance_20015,0,Preprocessing
instance_20016,0,Preprocessing
instance_20017,7,Unknown
instance_20018,0,Preprocessing
instance_20022,1,Training
instance_20023,0,Preprocessing
instance_20024,0,Preprocessing
instance_20025,0,Preprocessing
instance_20026,0,Preprocessing
instance_20027,0,Preprocessing
instance_20028,0,Preprocessing
instance_20032,6,Unknown
instance_20033,6,Unknown
instance_20038,31,Unknown
instance_20039,27,Unknown
instance_20042,6,Unknown
instance_20050,31,Unknown
instance_20051,0,Preprocessing
instance_20055,15,Unknown
instance_20056,15,Unknown
instance_20057,31,Unknown
instance_20058,31,Unknown
instance_20062,0,Preprocessing
instance_20063,0,Preprocessing
instance_20064,0,Preprocessing
instance_20065,0,Preprocessing
instance_20066,0,Preprocessing
instance_20067,0,Preprocessing
instance_20069,38,Unknown
instance_20070,38,Unknown
instance_20072,15,Unknown
instance_20075,31,Unknown
instance_20077,1,Training
instance_20079,7,Unknown
instance_20080,9,Unknown
instance_20082,9,Unknown
instance_20083,9,Unknown
instance_20085,9,Unknown
instance_20089,5,Unknown
instance_20090,15,Unknown
instance_20091,17,Unknown
instance_20092,17,Unknown
instance_20095,10,Unknown
instance_20096,10,Unknown
instance_20097,0,Preprocessing
instance_20101,34,Unknown
instance_20103,7,Unknown
instance_20104,7,Unknown
instance_20107,1,Training
instance_20112,1,Training
instance_20113,1,Training
instance_20121,7,Unknown
instance_20123,7,Unknown
instance_20126,7,Unknown
instance_20127,7,Unknown
instance_20130,23,Unknown
instance_20131,7,Unknown
instance_20133,0,Preprocessing
instance_20134,7,Unknown
instance_20139,1,Training
instance_20144,10,Unknown
instance_20149,7,Unknown
instance_20153,9,Unknown
instance_20154,18,Unknown
instance_20155,3,Inference
instance_20157,7,Unknown
instance_20158,9,Unknown
instance_20160,10,Unknown
instance_20161,7,Unknown
instance_20162,7,Unknown
instance_20163,7,Unknown
instance_20167,23,Unknown
instance_20169,23,Unknown
instance_20170,23,Unknown
instance_20173,23,Unknown
instance_20174,7,Unknown
instance_20175,0,Preprocessing
instance_20176,1,Training
instance_20177,10,Unknown
instance_20182,2,Tuning
instance_20183,17,Unknown
instance_20186,1,Training
instance_20187,34,Unknown
instance_20189,5,Unknown
instance_20190,5,Unknown
instance_20192,7,Unknown
instance_20193,9,Unknown
instance_20197,1,Training
instance_20198,1,Training
instance_20199,10,Unknown
instance_20200,0,Preprocessing
instance_20201,0,Preprocessing
instance_20204,10,Unknown
instance_20206,18,Unknown
instance_20207,12,Unknown
instance_20209,4,Deployment
instance_20210,7,Unknown
instance_20211,13,Unknown
instance_20215,7,Unknown
instance_20217,4,Deployment
instance_20218,10,Unknown
instance_20219,0,Preprocessing
instance_20220,5,Unknown
instance_20221,9,Unknown
instance_20223,17,Unknown
instance_20226,0,Preprocessing
instance_20229,5,Unknown
instance_20230,7,Unknown
instance_20231,7,Unknown
instance_20233,7,Unknown
instance_20235,5,Unknown
instance_20237,10,Unknown
instance_20238,0,Preprocessing
instance_20239,5,Unknown
instance_20243,1,Training
instance_20249,5,Unknown
instance_20250,18,Unknown
instance_20252,7,Unknown
instance_20253,7,Unknown
instance_20254,17,Unknown
instance_20255,1,Training
instance_20257,7,Unknown
instance_20258,7,Unknown
instance_20260,11,Unknown
instance_20261,10,Unknown
instance_20262,7,Unknown
instance_20263,7,Unknown
instance_20264,0,Preprocessing
instance_20265,0,Preprocessing
instance_20266,2,Tuning
instance_20267,7,Unknown
instance_20268,7,Unknown
instance_20269,7,Unknown
instance_20270,7,Unknown
instance_20271,7,Unknown
instance_20272,7,Unknown
instance_20273,7,Unknown
instance_20274,7,Unknown
instance_20275,1,Training
instance_20276,1,Training
instance_20277,1,Training
instance_20278,1,Training
instance_20279,1,Training
instance_20280,7,Unknown
instance_20281,7,Unknown
instance_20282,7,Unknown
instance_20283,7,Unknown
instance_20284,1,Training
instance_20285,1,Training
instance_20286,7,Unknown
instance_20287,7,Unknown
instance_20288,7,Unknown
instance_20289,7,Unknown
instance_20290,7,Unknown
instance_20291,7,Unknown
instance_20292,7,Unknown
instance_20293,7,Unknown
instance_20294,7,Unknown
instance_20295,7,Unknown
instance_20296,7,Unknown
instance_20297,7,Unknown
instance_20298,7,Unknown
instance_20299,7,Unknown
instance_20300,1,Training
instance_20301,1,Training
instance_20302,1,Training
instance_20303,1,Training
instance_20304,1,Training
instance_20305,1,Training
instance_20306,1,Training
instance_20307,1,Training
instance_20308,1,Training
instance_20309,1,Training
instance_20310,1,Training
instance_20311,1,Training
instance_20312,1,Training
instance_20313,1,Training
instance_20314,1,Training
instance_20315,1,Training
instance_20316,1,Training
instance_20317,1,Training
instance_20318,1,Training
instance_20319,1,Training
instance_20320,1,Training
instance_20321,1,Training
instance_20322,1,Training
instance_20323,1,Training
instance_20324,1,Training
instance_20325,1,Training
instance_20326,1,Training
instance_20327,1,Training
instance_20328,1,Training
instance_20329,1,Training
instance_20330,1,Training
instance_20331,1,Training
instance_20332,1,Training
instance_20333,1,Training
instance_20334,1,Training
instance_20335,1,Training
instance_20336,1,Training
instance_20337,1,Training
instance_20338,1,Training
instance_20339,7,Unknown
instance_20340,1,Training
instance_20341,1,Training
instance_20342,7,Unknown
instance_20343,7,Unknown
instance_20344,1,Training
instance_20345,1,Training
instance_20346,7,Unknown
instance_20347,7,Unknown
instance_20348,7,Unknown
instance_20349,7,Unknown
instance_20350,1,Training
instance_20351,1,Training
instance_20352,1,Training
instance_20353,1,Training
instance_20354,1,Training
instance_20355,1,Training
instance_20356,1,Training
instance_20357,1,Training
instance_20370,1,Training
instance_20371,1,Training
instance_20372,1,Training
instance_20373,1,Training
instance_20374,-1,Noise
instance_20375,17,Unknown
instance_20376,23,Unknown
instance_20377,23,Unknown
instance_20378,23,Unknown
instance_20379,23,Unknown
instance_20380,23,Unknown
instance_20381,1,Training
instance_20382,28,Unknown
instance_20383,6,Unknown
instance_20384,7,Unknown
instance_20385,22,Unknown
instance_20386,22,Unknown
instance_20387,7,Unknown
instance_20388,23,Unknown
instance_20389,23,Unknown
instance_20390,23,Unknown
instance_20392,15,Unknown
instance_20393,1,Training
instance_20395,1,Training
instance_20396,15,Unknown
instance_20397,1,Training
instance_20398,17,Unknown
instance_20399,15,Unknown
instance_20401,0,Preprocessing
instance_20402,7,Unknown
instance_20403,7,Unknown
instance_20404,1,Training
instance_20405,1,Training
instance_20406,1,Training
instance_20407,23,Unknown
instance_20408,23,Unknown
instance_20409,23,Unknown
instance_20410,1,Training
instance_20411,22,Unknown
instance_20413,2,Tuning
instance_20414,23,Unknown
instance_20415,23,Unknown
instance_20416,10,Unknown
instance_20417,0,Preprocessing
instance_20419,7,Unknown
instance_20421,1,Training
instance_20422,1,Training
instance_20423,5,Unknown
instance_20424,10,Unknown
instance_20425,17,Unknown
instance_20426,1,Training
instance_20428,1,Training
instance_20429,1,Training
instance_20430,1,Training
instance_20431,1,Training
instance_20432,1,Training
instance_20434,1,Training
instance_20435,1,Training
instance_20436,1,Training
instance_20437,34,Unknown
instance_20439,1,Training
instance_20441,17,Unknown
instance_20444,1,Training
instance_20446,10,Unknown
instance_20447,0,Preprocessing
instance_20448,23,Unknown
instance_20449,28,Unknown
instance_20451,22,Unknown
instance_20453,7,Unknown
instance_20454,10,Unknown
instance_20455,1,Training
instance_20456,16,Unknown
instance_20457,27,Unknown
instance_20458,16,Unknown
instance_20459,27,Unknown
instance_20460,16,Unknown
instance_20461,7,Unknown
instance_20462,7,Unknown
instance_20464,9,Unknown
instance_20465,9,Unknown
instance_20466,9,Unknown
instance_20467,9,Unknown
instance_20468,9,Unknown
instance_20469,7,Unknown
instance_20470,23,Unknown
