instance_sn,predicted_workload_type
instance_8908,Preprocessing
instance_8919,Noise
instance_8922,Unknown
instance_8923,Unknown
instance_8924,Unknown
instance_8925,Unknown
instance_8926,Unknown
instance_8927,Unknown
instance_8928,Unknown
instance_8930,Unknown
instance_8931,Noise
instance_8932,Unknown
instance_8933,Unknown
instance_8934,Preprocessing
instance_8936,Unknown
instance_8940,Unknown
instance_8941,Noise
instance_8945,Preprocessing
instance_8947,Unknown
instance_8948,Noise
instance_8949,Unknown
instance_8950,Noise
instance_8952,Unknown
instance_8953,Unknown
instance_8954,Unknown
instance_8955,Unknown
instance_8956,Unknown
instance_8957,Unknown
instance_8958,Unknown
instance_8959,Unknown
instance_8960,Preprocessing
instance_8962,Noise
instance_8963,Unknown
instance_8964,Training
instance_8965,Unknown
instance_8966,Noise
instance_8967,Unknown
instance_8968,Preprocessing
instance_8969,Unknown
instance_8970,Noise
instance_8972,Training
instance_8973,Training
instance_8974,Unknown
instance_8975,Noise
instance_8977,Training
instance_8979,Preprocessing
instance_8980,Unknown
instance_8981,Training
instance_8982,Preprocessing
instance_8983,Unknown
instance_8984,Unknown
instance_8985,Unknown
instance_8986,Training
instance_8987,Training
instance_8988,Training
instance_8989,Training
instance_8991,Unknown
instance_8992,Unknown
instance_8993,Unknown
instance_8994,Unknown
instance_8996,Training
instance_9001,Noise
instance_9002,Unknown
instance_9003,Training
instance_9004,Noise
instance_9005,Noise
instance_9007,Unknown
instance_9009,Unknown
instance_9010,Unknown
instance_9011,Unknown
instance_9012,Unknown
instance_9013,Unknown
instance_9014,Unknown
instance_9016,Noise
instance_9017,Unknown
instance_9018,Unknown
instance_9019,Unknown
instance_9020,Preprocessing
instance_9021,Training
instance_9022,Training
instance_9024,Unknown
instance_9025,Unknown
instance_9026,Unknown
instance_9027,Unknown
instance_9029,Unknown
instance_9030,Unknown
instance_9033,Deployment
instance_9035,Preprocessing
instance_9038,Noise
instance_9039,Preprocessing
instance_9040,Unknown
instance_9041,Noise
instance_9042,Preprocessing
instance_9043,Preprocessing
instance_9044,Training
instance_9046,Preprocessing
instance_9047,Unknown
instance_9049,Unknown
instance_9050,Unknown
instance_9051,Unknown
instance_9052,Preprocessing
instance_9053,Deployment
instance_9054,Noise
instance_9058,Unknown
instance_9060,Unknown
instance_9061,Unknown
instance_9063,Noise
instance_9064,Training
instance_9065,Training
instance_9066,Training
instance_9067,Preprocessing
instance_9069,Inference
instance_9070,Unknown
instance_9071,Unknown
instance_9072,Unknown
instance_9073,Unknown
instance_9074,Unknown
instance_9077,Unknown
instance_9078,Training
instance_9079,Unknown
instance_9080,Training
instance_9081,Unknown
instance_9084,Unknown
instance_9085,Unknown
instance_9086,Unknown
instance_9087,Unknown
instance_9088,Unknown
instance_9089,Noise
instance_9090,Noise
instance_9091,Unknown
instance_9092,Unknown
instance_9093,Unknown
instance_9094,Unknown
instance_9096,Unknown
instance_9097,Unknown
instance_9098,Unknown
instance_9099,Unknown
instance_9100,Unknown
instance_9101,Unknown
instance_9102,Unknown
instance_9103,Unknown
instance_9104,Unknown
instance_9106,Deployment
instance_9107,Unknown
instance_9108,Training
instance_9109,Training
instance_9110,Unknown
instance_9112,Unknown
instance_9113,Training
instance_9114,Unknown
instance_9115,Unknown
instance_9116,Unknown
instance_9121,Unknown
instance_9122,Unknown
instance_9123,Unknown
instance_9124,Unknown
instance_9125,Unknown
instance_9126,Unknown
instance_9127,Unknown
instance_9128,Unknown
instance_9129,Unknown
instance_9130,Unknown
instance_9131,Preprocessing
instance_9132,Training
instance_9133,Training
instance_9134,Unknown
instance_9135,Unknown
instance_9136,Unknown
instance_9137,Unknown
instance_9139,Unknown
instance_9140,Deployment
instance_9142,Noise
instance_9147,Noise
instance_9148,Unknown
instance_9149,Preprocessing
instance_9151,Noise
instance_9154,Unknown
instance_9155,Unknown
instance_9156,Unknown
instance_9157,Unknown
instance_9159,Unknown
instance_9160,Unknown
instance_9161,Unknown
instance_9162,Unknown
instance_9163,Training
instance_9165,Preprocessing
instance_9168,Training
instance_9169,Unknown
instance_9170,Preprocessing
instance_9171,Training
instance_9172,Unknown
instance_9174,Preprocessing
instance_9176,Training
instance_9177,Unknown
instance_9178,Noise
instance_9179,Training
instance_9180,Training
instance_9181,Noise
instance_9182,Unknown
instance_9183,Noise
instance_9184,Preprocessing
instance_9185,Training
instance_9186,Unknown
instance_9188,Unknown
instance_9189,Preprocessing
instance_9190,Training
instance_9191,Unknown
instance_9194,Unknown
instance_9197,Unknown
instance_9198,Unknown
instance_9199,Unknown
instance_9200,Unknown
instance_9201,Unknown
instance_9204,Unknown
instance_9206,Unknown
instance_9207,Training
instance_9210,Training
instance_9211,Unknown
instance_9212,Unknown
instance_9213,Unknown
instance_9214,Training
instance_9215,Training
instance_9216,Training
instance_9217,Training
instance_9218,Unknown
instance_9219,Unknown
instance_9220,Unknown
instance_9221,Unknown
instance_9222,Unknown
instance_9223,Unknown
instance_9224,Unknown
instance_9225,Unknown
instance_9226,Unknown
instance_9227,Training
instance_9228,Training
instance_9229,Unknown
instance_9231,Training
instance_9233,Preprocessing
instance_9234,Unknown
instance_9235,Preprocessing
instance_9236,Unknown
instance_9237,Training
instance_9238,Unknown
instance_9239,Unknown
instance_9240,Deployment
instance_9241,Noise
instance_9242,Unknown
instance_9243,Inference
instance_9244,Preprocessing
instance_9246,Unknown
instance_9247,Unknown
instance_9248,Noise
instance_9249,Training
instance_9250,Unknown
instance_9251,Unknown
instance_9252,Unknown
instance_9253,Unknown
instance_9255,Unknown
instance_9256,Unknown
instance_9257,Unknown
instance_9258,Unknown
instance_9259,Unknown
instance_9261,Unknown
instance_9263,Unknown
instance_9264,Unknown
instance_9265,Training
instance_9266,Training
instance_9267,Unknown
instance_9268,Training
instance_9269,Unknown
instance_9271,Noise
instance_9272,Preprocessing
instance_9273,Noise
instance_9274,Training
instance_9275,Training
instance_9276,Training
instance_9277,Unknown
instance_9278,Unknown
instance_9279,Unknown
instance_9280,Unknown
instance_9281,Unknown
instance_9282,Unknown
instance_9283,Unknown
instance_9284,Unknown
instance_9285,Unknown
instance_9288,Unknown
instance_9289,Unknown
instance_9290,Unknown
instance_9291,Unknown
instance_9293,Preprocessing
instance_9294,Unknown
instance_9295,Unknown
instance_9297,Unknown
instance_9299,Unknown
instance_9300,Unknown
instance_9301,Deployment
instance_9302,Unknown
instance_9303,Unknown
instance_9304,Unknown
instance_9305,Unknown
instance_9307,Unknown
instance_9308,Unknown
instance_9309,Unknown
instance_9310,Unknown
instance_9312,Deployment
instance_9313,Preprocessing
instance_9314,Unknown
instance_9315,Preprocessing
instance_9316,Unknown
instance_9317,Deployment
instance_9318,Unknown
instance_9319,Unknown
instance_9320,Training
instance_9321,Training
instance_9322,Unknown
instance_9323,Deployment
instance_9324,Unknown
instance_9325,Unknown
instance_9326,Unknown
instance_9327,Unknown
instance_9328,Unknown
instance_9329,Unknown
instance_9331,Unknown
instance_9334,Unknown
instance_9335,Unknown
instance_9336,Noise
instance_9340,Unknown
instance_9341,Unknown
instance_9342,Unknown
instance_9343,Unknown
instance_9344,Deployment
instance_9345,Unknown
instance_9346,Unknown
instance_9348,Unknown
instance_9350,Unknown
instance_9351,Unknown
instance_9352,Unknown
instance_9353,Unknown
instance_9354,Unknown
instance_9355,Deployment
instance_9357,Deployment
instance_9358,Unknown
instance_9365,Unknown
instance_9367,Unknown
instance_9369,Unknown
instance_9371,Deployment
instance_9373,Noise
instance_9376,Unknown
instance_9377,Unknown
instance_9378,Unknown
instance_9380,Deployment
instance_9381,Unknown
instance_9382,Training
instance_9384,Unknown
instance_9385,Unknown
instance_9386,Unknown
instance_9387,Unknown
instance_9388,Unknown
instance_9389,Unknown
instance_9390,Unknown
instance_9391,Unknown
instance_9392,Unknown
instance_9394,Unknown
instance_9395,Unknown
instance_9396,Unknown
instance_9397,Unknown
instance_9398,Deployment
instance_9399,Unknown
instance_9400,Unknown
instance_9402,Training
instance_9403,Noise
instance_9404,Unknown
instance_9405,Unknown
instance_9406,Noise
instance_9408,Unknown
instance_9409,Unknown
instance_9410,Unknown
instance_9411,Unknown
instance_9412,Unknown
instance_9413,Preprocessing
instance_9415,Unknown
instance_9416,Unknown
instance_9420,Unknown
instance_9421,Unknown
instance_9422,Unknown
instance_9423,Unknown
instance_9424,Unknown
instance_9425,Unknown
instance_9426,Unknown
instance_9428,Unknown
instance_9429,Unknown
instance_9430,Unknown
instance_9432,Unknown
instance_9433,Unknown
instance_9434,Unknown
instance_9436,Unknown
instance_9437,Noise
instance_9438,Noise
instance_9439,Unknown
instance_9440,Unknown
instance_9441,Unknown
instance_9442,Deployment
instance_9444,Noise
instance_9447,Unknown
instance_9448,Unknown
instance_9449,Unknown
instance_9451,Unknown
instance_9452,Unknown
instance_9454,Unknown
instance_9456,Noise
instance_9457,Unknown
instance_9458,Deployment
instance_9459,Unknown
instance_9460,Unknown
instance_9461,Noise
instance_9462,Unknown
instance_9463,Noise
instance_9464,Unknown
instance_9465,Inference
instance_9467,Preprocessing
instance_9469,Unknown
instance_9471,Noise
instance_9472,Unknown
instance_9473,Unknown
instance_9475,Unknown
instance_9479,Preprocessing
instance_9481,Unknown
instance_9482,Unknown
instance_9483,Training
instance_9484,Unknown
instance_9485,Training
instance_9490,Unknown
instance_9491,Unknown
instance_9492,Noise
instance_9494,Training
instance_9495,Training
instance_9496,Noise
instance_9497,Training
instance_9498,Training
instance_9499,Unknown
instance_9500,Noise
instance_9502,Unknown
instance_9506,Deployment
instance_9507,Training
instance_9510,Unknown
instance_9511,Unknown
instance_9512,Deployment
instance_9514,Unknown
instance_9515,Unknown
instance_9516,Unknown
instance_9517,Unknown
instance_9518,Unknown
instance_9519,Unknown
instance_9520,Preprocessing
instance_9521,Inference
instance_9522,Training
instance_9523,Unknown
instance_9524,Inference
instance_9528,Training
instance_9529,Preprocessing
instance_9530,Unknown
instance_9531,Training
instance_9533,Unknown
instance_9536,Unknown
instance_9537,Unknown
instance_9538,Unknown
instance_9539,Unknown
instance_9540,Unknown
instance_9541,Training
instance_9542,Inference
instance_9544,Unknown
instance_9545,Inference
instance_9546,Training
instance_9547,Noise
instance_9548,Unknown
instance_9550,Noise
instance_9552,Training
instance_9554,Unknown
instance_9557,Preprocessing
instance_9558,Preprocessing
instance_9560,Unknown
instance_9561,Training
instance_9563,Unknown
instance_9564,Training
instance_9566,Unknown
instance_9567,Unknown
instance_9568,Preprocessing
instance_9569,Noise
instance_9570,Unknown
instance_9571,Inference
instance_9572,Training
instance_9575,Unknown
instance_9576,Unknown
instance_9577,Unknown
instance_9578,Unknown
instance_9580,Noise
instance_9582,Training
instance_9584,Unknown
instance_9586,Unknown
instance_9587,Unknown
instance_9590,Training
instance_9591,Unknown
instance_9592,Unknown
instance_9593,Training
instance_9594,Training
instance_9596,Training
instance_9597,Training
instance_9599,Training
instance_9600,Training
instance_9601,Training
instance_9602,Noise
instance_9603,Unknown
instance_9605,Unknown
instance_9607,Unknown
instance_9608,Unknown
instance_9609,Unknown
instance_9610,Unknown
instance_9611,Training
instance_9612,Unknown
instance_9613,Unknown
instance_9614,Unknown
instance_9615,Unknown
instance_9616,Unknown
instance_9617,Unknown
instance_9618,Unknown
instance_9620,Unknown
instance_9621,Unknown
instance_9622,Unknown
instance_9623,Unknown
instance_9625,Unknown
instance_9626,Unknown
instance_9627,Unknown
instance_9628,Training
instance_9629,Unknown
instance_9631,Unknown
instance_9632,Noise
instance_9634,Unknown
instance_9635,Unknown
instance_9636,Unknown
instance_9637,Unknown
instance_9638,Unknown
instance_9639,Training
instance_9641,Unknown
instance_9642,Unknown
instance_9643,Unknown
instance_9644,Unknown
instance_9646,Noise
instance_9647,Unknown
instance_9648,Unknown
instance_9649,Unknown
instance_9650,Unknown
instance_9651,Noise
instance_9652,Unknown
instance_9654,Unknown
instance_9657,Unknown
instance_9661,Training
instance_9662,Unknown
instance_9663,Unknown
instance_9665,Unknown
instance_9667,Unknown
instance_9668,Unknown
instance_9669,Unknown
instance_9670,Training
instance_9671,Noise
instance_9674,Training
instance_9675,Noise
instance_9676,Deployment
instance_9677,Deployment
instance_9680,Unknown
instance_9681,Unknown
instance_9682,Unknown
instance_9683,Unknown
instance_9684,Unknown
instance_9685,Unknown
instance_9686,Unknown
instance_9687,Unknown
instance_9688,Unknown
instance_9689,Unknown
instance_9693,Unknown
instance_9694,Unknown
instance_9695,Unknown
instance_9696,Unknown
instance_9698,Deployment
instance_9700,Training
instance_9701,Unknown
instance_9702,Unknown
instance_9703,Unknown
instance_9704,Unknown
instance_9705,Unknown
instance_9706,Unknown
instance_9708,Unknown
instance_9709,Unknown
instance_9710,Unknown
instance_9711,Training
instance_9712,Unknown
instance_9713,Unknown
instance_9714,Unknown
instance_9716,Unknown
instance_9718,Unknown
instance_9719,Training
instance_9721,Training
instance_9723,Unknown
instance_9724,Unknown
instance_9725,Unknown
instance_9726,Inference
instance_9727,Training
instance_9728,Inference
instance_9729,Training
instance_9730,Training
instance_9731,Training
instance_9732,Unknown
instance_9733,Noise
instance_9736,Unknown
instance_9739,Unknown
instance_9740,Noise
instance_9741,Noise
instance_9742,Unknown
instance_9743,Unknown
instance_9744,Training
instance_9746,Unknown
instance_9748,Unknown
instance_9749,Unknown
instance_9750,Unknown
instance_9751,Unknown
instance_9752,Unknown
instance_9754,Tuning
instance_9756,Unknown
instance_9757,Unknown
instance_9758,Unknown
instance_9759,Unknown
